"Priority","Organization","Project","Type","Subsidy","Matching","Total_cost","Year_start","Year_end","Project_postcode","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P1","Talent Connect Network Limited","RD1112691 - Developing Talent Connect Network as an Independent & Data-Driven Platform","ERDF","33862","N/A","75248.89","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","H.& J. Martin Limited","LoO 1210/101177202 MIS","ERDF","25000","N/A","78371","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Certus Intelligent Solutions Limited","LoO 1206/101154534 SFA","ERDF","35360","N/A","88400","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","IT Meters Ltd","RD0512554 - Enabling embedded Internet for intelligent oil monitoring","ERDF","56400","N/A","94000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Immersive Interactive Indoor Sports LTD","RD0612591 - Xdream 2012","ERDF","48060","N/A","96120","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","AWP Environmental (Ireland) Ltd T/a Viltra","RD1111860 - Explore and Develop methods for improved Nutrient removal in wastewater treatment plants","ERDF","41280","N/A","103200","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Mark Snodden, Alexander Crossan and Beverley McMorris T/a Belfast Foiling Company","LoO 1209/101173460 SFA","ERDF","37500","N/A","125000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","DETI  Certifying Authority","Staff Support 2012/2015","ERDF","152000","N/A","152000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Softedge Systems (NI) Limited","RD0812620 - Integrated Virtual Research Environment","ERDF","49578","N/A","165260","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Gogamingo Ltd","LoO 1206/101155759 SFA","ERDF","72000","N/A","180000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Secure Broadcast Ltd T/A Secure Interactive Broadcasts","RD0812641 - Secure Closed Broadcast Platform that targets Regulatory Environments","ERDF","139026","N/A","283726","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","DETI European Programmes","Managing Authority Staffing","ERDF","285000","N/A","285000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","John Smyth T/a Moneycarragh Fish Farm","RD0911823 -Crayfish culture -Optimisation of RAS","ERDF","187740","N/A","298000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","DETI European Programmes - (DVMT)","Managing Authority - Article 13 Managed Service","ERDF","420000","N/A","420000","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Quizfortune Limited","Interactive Social Quiz Platform - RD0112935 -","ERDF","238198","N/A","595495","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","John Thompson & Sons Limited","RD0312031","ERDF","247079","N/A","686330","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","MIS Internally Created Application","Relocation of Belfast Welcome Centre","ERDF","624953.5","N/A","1841904","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P3","Department for Regional Development","Clean Urban Transport (Phase 1) & (Phase 2) & (Phase 3)","ERDF","29192818","N/A","29192818","2012","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Farmgate Consultancy Limited","RD0613882","ERDF","3850","N/A","7700","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Asphalt Burner Services Limited","LoO 1303/101198891 MIS","ERDF","7294","N/A","12438.83","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","The Good Food & Wine Company Limited","MIS - 19/12/2013","ERDF","6985","N/A","14650","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Geoffrey Baird & Joy Baird T/A Craigmore","LoO 1305/101215997 MIS","ERDF","5626","N/A","14802","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Works Uniforms Direct Limited","LoO 1310/101246145 MIS","ERDF","8300","N/A","16600","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Copas Technologies Ltd.","LoO 1312/101257438 MIS","ERDF","5925","N/A","17250","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Future Healthcare (N.I.) Ltd","RD0513866 - Development of an Innovative Cloud-Based Hospital Bed Management System","ERDF","8968","N/A","17936","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Brian Atkinson & Karen Connolly T/a Greenville Electrical & Industrial","LoO 1306/101219218 MIS","ERDF","7637","N/A","19433","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","James, Nicola, Christopher, Richard & Stephen Beattie T/a Yard Gallery","LoO 1310/101249972 MIS","ERDF","10000","N/A","20000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","DETI European Programmes","Managing Authority Technical Assistance 2013-14","ERDF","20000","N/A","20000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Mobile Training Solutions Ltd","LoO 1306/101225100 MIS","ERDF","9112","N/A","20609","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Hughes Craft Distillery Ltd","RD0113751 - Innovative Inclusions","ERDF","14490","N/A","20700","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Fred Skelly T/A Jasmine Foods","RD0113752","ERDF","13117","N/A","21156","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","McLaughlin & Harvey Ltd","RD0713918 - Development of Deep Water Foundation Installation and Drilling Technique","ERDF","10585","N/A","21170","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Kieran & Ann McKiver","RD0513848 - Flip Flow Double Deck Screening Machine","ERDF","12208","N/A","24415","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Vincent Boden T/A V Boden","LoO 1308/101214377 MIS","ERDF","11573","N/A","24846","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Sam & Lorna Robinson T/A Cloughbane Farm Foods Limited","LoO 1312/101260548 MIS","ERDF","11614","N/A","27280","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Karma Wholesale International Limited","RD0213764 - Volume Jewellery design and manufacturing in Northern Ireland","ERDF","14043","N/A","28086","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Acos (N.I.) Limited","MIS - 11/02/2013","ERDF","12919","N/A","28210","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","F. J. Bowers (UK) Ltd","LoO 1302/101190142 MIS","ERDF","11215","N/A","29436.66","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Darren McCrory & Damien McCrory","Export Start - New to Export 2013","ERDF","15632","N/A","39080","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","King Medical Ltd","RD0113754","ERDF","22987","N/A","39632","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Ciaran McMenamin T/a Lignum Interiors","LoO 1310/101236242 SFA","ERDF","27200","N/A","40400","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","K & G McAtamney (Wholesale Meats) Limited","LoO 1307/101227749 MIS","ERDF","20763","N/A","43503","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","ETimes2 Ltd","RD0513865 - Scoping market readiness for employee engagement gaming technology","ERDF","20142","N/A","44760","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","DETI European Programmes - ESU","Ex Ante Assessment of Financial Instruments - Future Funding","ERDF","45000","N/A","45000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Hidinimage Ltd","RD0813929 -BB - HiddenInImage: Brand protection and authentication security software solution build","ERDF","34206","N/A","45608","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Custom Connect Ltd","LoO 1303/101190117 MIS","ERDF","22850","N/A","45700","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Profile Tree LLP","LoO 1303/101196336 MIS","ERDF","24465","N/A","48930","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","MIS Internally Created Application","NITB Staffing Support for 2013-14 Marketing","ERDF","50000","N/A","50000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Nicholson & Bass Limited","LoO 1304/101206090 MIS","ERDF","19500","N/A","51000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Agri-Food & Biosciences Institute (AFBI) of Northern Ireland","RD0513867 - Use of proteomic/metabolomic profiling","ERDF","59466","N/A","59466","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Knox & Clayton LLP","LoO 1311/101257000 MIS","ERDF","22732","N/A","60056","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Iva Watch Limited","LoO 1304/101205410 MIS","ERDF","25000","N/A","66939","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Mi-Care Solutions Limited","RD0113744 - MiCare Chair","ERDF","32296","N/A","71769","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Ostick & Williams Limited","LoO 1309/101241167 MIS","ERDF","25000","N/A","72250","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","RGM Vent Limited","SFA less than 250k - 2013-14 LoO 1305/101217636-","ERDF","30288","N/A","75780","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Physioflexx Limited","LoO 1307/101217716 SFA","ERDF","32000","N/A","80000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Decom Engineering Limited","RD1113995 - BB - Conductor Recovery Equipment","ERDF","49260","N/A","82100","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Bubblebum Holdings Limited","RD0113740 - BubbleBum Children's Travel Set","ERDF","46845.7","N/A","85174","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Velocity Worldwide Ltd T/a Spirit Marketing Group","RD1212708 - Darius 1.1","ERDF","44296","N/A","88592","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Performa Sports Ltd","RD0713904 - Peforma Sports Software Development","ERDF","40905","N/A","90900","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","L.M. Innov8s Limited","RD0413823 - BB - Emergency Glass Breaking Device (Commercial Transport)","ERDF","23033","N/A","92132","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Fotogenie Ltd","LoO 1307/101224242 SFA","ERDF","48000","N/A","103000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Fourds Limited","RD1212718 - Modular cassette blind system","ERDF","49036","N/A","108969","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Exeqte Ltd","RD1112680 - Development of a next generation Hosted, Web-delivered, Fixed Income Trading Platform","ERDF","77549","N/A","129248","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Empower Energy Systems Limited","RD1112693 - Cloud-based domestic energy-management system","ERDF","67580","N/A","168950","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Knysna (NI) Ltd T/a Rich Sauces","LoO 1308/101196845 SFA","ERDF","43625","N/A","170750","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Europa Valve Limited","RD0313808 - High Temperature Fire Test Research and Development in Line with API6FA","ERDF","95238","N/A","173160","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","MOF Technologies Limited","RD0413828 - Mechanochemical synthesis of metal-organic framework materials","ERDF","219692","N/A","337988","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Europa Valves Limited","RD0913954 - Research and Development of Specialised Heat Treatment Including Rapid Cooling","ERDF","96677","N/A","345275","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","MIS Internally Created Application","Enhancement of Visitor Facilities at Benone Beach","ERDF","141545.5","N/A","373065","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Kenneth Irwin and Carolyn Irwin T/a A N Irwin & Sons","RD0213762 - Improvement of Product Range, Quality Assurance and Shelf Life of Animal Feeds for Local","ERDF","199947","N/A","416556","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","MIS Internally Created Application","RSPB - Belfast window on wildlife","ERDF","219653","N/A","482403","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Microsense Solutions Limited","RD0712601 - Microwave Security Fence","ERDF","274424","N/A","583880.85","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","MIS Internally Created Application","Museum of Free Derry","ERDF","539454.56","N/A","633189.96","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Delta Print & Packaging Limited","LoO 1401/101139702 SFA","ERDF","3530054","N/A","17650270","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P3","Department for Regional Development","A2 Shore Rd Greenisland","ERDF","17871000","N/A","17871000","2013","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","T.O.D. Foods Limited","RD1213026 - Development of Gluten Free food dishes","ERDF","13860","N/A","19800","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P4","DETI European Programmes","Managing Authority Technical Assistance 2014-15","ERDF","30000","N/A","30000","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","J.F & H Dowds Limited","LoO 1402/101272704 MIS","ERDF","15163","N/A","33695","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Platinum Precision Engineering Limited","SFA less than 250k - March 14","ERDF","14800","N/A","37000","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Peek-a-Boo Interactive Ltd","RD0214080 - BB - Viral Marketing Tool for Mobile Platforms","ERDF","24725","N/A","38038","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Christie McGuckin & Kevin McGuckin T/a CMG Plumbing & Heating","LoO 1404/101269518 SFA","ERDF","18400","N/A","46000","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Platinum Precision Engineering Limited","LoO 1403/101274691 MIS","ERDF","21688","N/A","48195","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Country Inns (Ulster) Limited","Country Inns (Ulster) Limited LoO 1401/101262759","ERDF","18711","N/A","48876.67","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Redburn Solutions Ltd","RD1113998 - brightlighton Education - Bullying","ERDF","22221","N/A","49380","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Doherty & Gray Limited","LoO 1401/101264630 MIS","ERDF","25000","N/A","50000","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Cardinal Analytics Ltd","RD1213018 - Generation of algorithms for default risk predictive modelling","ERDF","25630","N/A","51260","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Northside Graphics Limited","MIS - 08/05/2014","ERDF","23220","N/A","51600","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","John McKee & Son","MIS - 28/04/2014","ERDF","24075","N/A","53500","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Alastair Hall and Ian McKnight T/a Hall McKnight Architects","LoO 1406/101288515 MIS","ERDF","25000","N/A","55555","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P1","Smyson Solutions Ltd","RD1213021 - BB - Smyson Shield","ERDF","28865","N/A","57730","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Willis & Company (Insurance Brokers) Limited","LoO 1405/101286982 SFA","ERDF","25920","N/A","64800","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P3","MIS Internally Created Application","Renewable Electricity 2020 Target Cost Benefit Review","ERDF","75000","N/A","75000","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Yumpod Limited","LoO 1404/101260122 SFA","ERDF","31200","N/A","78000","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
"P2","Core M&E; Services Limited","LoO 1406/101287130 SFA","ERDF","38660","N/A","102220","2014","2016","N/A","Northern Ireland","N/A","None","N/A","N/A","N/A","N/A","N/A"
